id,capacity_mw,capacity_log_mw,plant_age,abs_latitude,latitude,longitude,age_x_capacity,fuel_group,primary_fuel,other_fuel1,owner_bucket,capacity_band,lat_band,lon_band,underperforming
4000,2.0,1.0986122886681096,7.0,41.7513,41.7513,-71.1145,7.690286020676767,renewable,Solar,__NONE__,GSRP,tiny,lat_bin_4,lon_bin_8,1
4001,6.4,2.0014800002101243,8.0,37.5058,37.5058,-77.3739,16.011840001680994,other,Waste,__NONE__,__OTHER_OWNER__,medium,lat_bin_3,lon_bin_8,0
4002,18.2,2.9549102790337356,28.0,39.3956,39.3956,-119.7468,82.7374878129446,renewable,Geothermal,__NONE__,__OTHER_OWNER__,large,lat_bin_4,lon_bin_4,1
4003,8.9,2.2925347571405443,110.89887640449479,43.4373,43.4373,-85.6645,254.23952868513769,renewable,Hydro,__NONE__,Consumers Energy Co,medium,lat_bin_4,lon_bin_7,0
4004,177.3,5.183467524869095,23.073886068809998,32.8265,32.8265,-79.9634,119.60273911020606,fossil,Gas,Oil,Dominion Energy South Carolina  Inc,utility,lat_bin_3,lon_bin_8,1
4005,5.0,1.791759469228055,5.0,36.2231,36.2231,-76.4619,8.958797346140274,renewable,Solar,__NONE__,Cypress Creek Renewables,medium,lat_bin_3,lon_bin_8,0
4006,302.5,5.715381610499553,4.599999999999909,47.7967,47.7967,-103.5786,26.290755408297425,fossil,Gas,__NONE__,Basin Electric Power Coop,utility,lat_bin_5,lon_bin_6,0
4007,2.5,1.252762968495368,3.0,42.5019,42.5019,-71.7378,3.758288905486104,renewable,Solar,__NONE__,Terraform Arcadia,small,lat_bin_4,lon_bin_8,0
4008,1.8000000000000005,1.0296194171811583,101.00000000000045,44.9094,44.9094,-68.6833,103.99156113529746,renewable,Hydro,__NONE__,__OTHER_OWNER__,tiny,lat_bin_4,lon_bin_8,0
4009,127.2,4.853591544486569,29.0,36.0417,36.0417,-115.0117,140.7541547901105,fossil,Gas,Oil,__OTHER_OWNER__,xlarge,lat_bin_3,lon_bin_5,0
4010,6.4,2.0014800002101243,12.499999999999545,42.5831,42.5831,-78.4864,25.018500002625643,other,Waste,__NONE__,WM Renewable Energy LLC,medium,lat_bin_4,lon_bin_8,0
4011,2.2,1.1631508098056809,5.0,42.6691,42.6691,-73.092,5.8157540490284045,renewable,Solar,__NONE__,__OTHER_OWNER__,small,lat_bin_4,lon_bin_8,0
4012,1.2,0.7884573603642702,96.0,42.07,42.07,-90.6977,75.69190659496994,renewable,Hydro,__NONE__,__OTHER_OWNER__,tiny,lat_bin_4,lon_bin_7,0
4013,17.6,2.9231615807191558,43.79545454545473,38.7412,38.7412,-89.6849,128.0211901374054,fossil,Oil,Gas,__OTHER_OWNER__,large,lat_bin_4,lon_bin_7,0
4014,692.0,6.541029999189903,18.0,33.1189,33.1189,-82.8608,117.73853998541826,fossil,Gas,__NONE__,__OTHER_OWNER__,utility,lat_bin_3,lon_bin_7,1
4015,98.0,4.59511985013459,5.0,40.3997,40.3997,-87.7992,22.97559925067295,renewable,Wind,__NONE__,__OTHER_OWNER__,xlarge,lat_bin_4,lon_bin_7,0
4016,5.0,1.791759469228055,4.0,35.3958,35.3958,-77.6617,7.16703787691222,renewable,Solar,__NONE__,Ecoplexus  Inc,medium,lat_bin_3,lon_bin_8,0
4017,1.6,0.9555114450274365,27.0,37.2278,37.2278,-96.9897,25.798809015740783,fossil,Oil,__NONE__,__OTHER_OWNER__,tiny,lat_bin_3,lon_bin_6,1
4018,15.1,2.7788192719904172,17.22516556291407,32.7782,32.7782,-117.0701,47.86562202945129,fossil,Gas,Solar,__OTHER_OWNER__,large,lat_bin_3,lon_bin_5,0
4019,8.4,2.2407096892759584,26.5,43.8681,43.8681,-95.1144,59.3788067658129,fossil,Oil,__NONE__,__OTHER_OWNER__,medium,lat_bin_4,lon_bin_6,0
4020,274.5,5.6185876285929695,20.0,44.5303,44.5303,-70.5219,112.37175257185939,fossil,Gas,__NONE__,__OTHER_OWNER__,utility,lat_bin_4,lon_bin_8,0
4021,32.0,3.4965075614664802,30.0,37.4058,37.4058,-121.9272,104.89522684399441,fossil,Gas,__NONE__,__OTHER_OWNER__,large,lat_bin_3,lon_bin_4,0
4022,262.2,5.572914199451162,11.0,45.7269,45.7269,-120.8339,61.302056193962784,renewable,Wind,__NONE__,__OTHER_OWNER__,utility,lat_bin_5,lon_bin_4,0
4023,1.3,0.832909122935104,6.0,36.4972,36.4972,-77.6058,4.997454737610624,renewable,Solar,__NONE__,__OTHER_OWNER__,tiny,lat_bin_3,lon_bin_8,1
4024,1370.0,7.223295679562314,17.0,34.6831,34.6831,-95.9349,122.79602655255934,fossil,Gas,__NONE__,__OTHER_OWNER__,utility,lat_bin_3,lon_bin_6,0
4025,12.0,2.5649493574615367,8.0,32.2517,32.2517,-106.9133,20.519594859692294,renewable,Solar,__NONE__,__OTHER_OWNER__,large,lat_bin_3,lon_bin_5,0
4026,4.800000000000001,1.7578579175523736,16.0,41.981,41.981,-88.2745,28.125726680837978,other,Waste,__NONE__,__OTHER_OWNER__,small,lat_bin_4,lon_bin_7,0
4027,12.0,2.5649493574615367,43.95833333333326,41.6042,41.6042,-98.9261,112.75089883841319,fossil,Oil,Gas,__OTHER_OWNER__,large,lat_bin_4,lon_bin_6,0
4028,78.6,4.377014092850337,31.0,40.7389,40.7389,-73.5906,135.68743687836044,other,Waste,Oil,__OTHER_OWNER__,xlarge,lat_bin_4,lon_bin_8,0
4029,1.7,0.9932517730102834,15.0,45.5897,45.5897,-95.8769,14.898776595154251,renewable,Wind,__NONE__,__OTHER_OWNER__,tiny,lat_bin_5,lon_bin_6,0
4030,4.2,1.6486586255873816,7.0,35.75,35.75,-102.28,11.540610379111671,renewable,Wind,__NONE__,__OTHER_OWNER__,small,lat_bin_3,lon_bin_6,1
4031,4.5,1.7047480922384253,7.0,41.0161,41.0161,-84.5875,11.933236645668977,renewable,Wind,__NONE__,__OTHER_OWNER__,small,lat_bin_4,lon_bin_7,0
4032,10.0,2.3978952727983707,4.0,38.9404,38.9404,-76.0457,9.591581091193483,renewable,Solar,__NONE__,Tesla Inc.,medium,lat_bin_4,lon_bin_8,0
4033,3.5,1.5040773967762742,4.0,36.0049,36.0049,-78.8485,6.016309587105097,renewable,Solar,__NONE__,SRE Utility Solar 1  LLC,small,lat_bin_3,lon_bin_8,0
4034,79.5,4.388257184424518,11.0,35.3919,35.3919,-101.53,48.270829028669695,renewable,Wind,__NONE__,__OTHER_OWNER__,xlarge,lat_bin_3,lon_bin_6,0
4035,150.0,5.017279836814924,5.0,34.4323,34.4323,-101.2372,25.086399184074622,renewable,Wind,__NONE__,__OTHER_OWNER__,xlarge,lat_bin_3,lon_bin_6,1
4036,100.0,4.61512051684126,8.0,42.1597,42.1597,-95.4397,36.92096413473008,renewable,Wind,__NONE__,Avangrid Renewables LLC,xlarge,lat_bin_4,lon_bin_6,1
4037,5.0,1.791759469228055,7.0,36.4587,36.4587,-78.9567,12.542316284596385,renewable,Solar,__NONE__,__OTHER_OWNER__,medium,lat_bin_3,lon_bin_8,1
4038,1.9,1.0647107369924282,19.0,44.2297,44.2297,-96.225,20.229504002856135,renewable,Wind,__NONE__,CHI Operations Inc,tiny,lat_bin_4,lon_bin_6,0
4039,16.8,2.8791984572980396,25.0,47.6992,47.6992,-121.7833,71.97996143245099,renewable,Hydro,__NONE__,__OTHER_OWNER__,large,lat_bin_5,lon_bin_4,0
4040,3.5,1.5040773967762742,15.0,39.4175,39.4175,-74.5422,22.561160951644112,other,Waste,__NONE__,__OTHER_OWNER__,small,lat_bin_4,lon_bin_8,1
4041,3.0,1.3862943611198906,3.0,46.8057,46.8057,-112.249,4.1588830833596715,renewable,Solar,__NONE__,__OTHER_OWNER__,small,lat_bin_5,lon_bin_5,0
4042,730.1999999999999,6.59468702013994,11.530539578197704,38.4459,38.4459,-96.0652,76.04029969155026,fossil,Gas,__NONE__,__OTHER_OWNER__,utility,lat_bin_3,lon_bin_6,0
4043,3.0,1.3862943611198906,5.0,38.2914,38.2914,-113.0083,6.931471805599453,renewable,Solar,__NONE__,First Wind O&M  LLC,small,lat_bin_3,lon_bin_5,0
4044,8.100000000000001,2.2082744135228047,96.0,43.9758,43.9758,-75.8747,211.99434369818925,renewable,Hydro,__NONE__,__OTHER_OWNER__,medium,lat_bin_4,lon_bin_8,1
4045,41.9,3.758871825933971,49.0,32.2925,32.2925,-88.7461,184.18471947076458,fossil,Gas,__NONE__,__OTHER_OWNER__,xlarge,lat_bin_3,lon_bin_7,1
4046,28.8,3.3945083935113587,77.0,35.075,35.075,-84.4833,261.37714630037465,renewable,Hydro,__NONE__,Tennessee Valley Authority,large,lat_bin_3,lon_bin_7,0
4047,1.3,0.832909122935104,8.0,36.9078,36.9078,-105.9853,6.663272983480832,renewable,Solar,__NONE__,__OTHER_OWNER__,tiny,lat_bin_3,lon_bin_6,0
4048,44.0,3.8066624897703196,9.0,43.9206,43.9206,-93.1406,34.259962407932875,renewable,Wind,__NONE__,__OTHER_OWNER__,xlarge,lat_bin_4,lon_bin_7,0
4049,6.6,2.028148247292285,60.045454545454504,38.5017,38.5017,-94.9601,121.78108339423213,fossil,Oil,Gas,__OTHER_OWNER__,medium,lat_bin_3,lon_bin_6,1
4050,4.0,1.6094379124341003,93.0,44.6603,44.6603,-74.8603,149.67772585637132,renewable,Hydro,__NONE__,Erie Boulevard Hydropower LP,small,lat_bin_4,lon_bin_8,0
4051,2.8,1.33500106673234,30.0,42.4771,42.4771,-114.3801,40.0500320019702,renewable,Hydro,__NONE__,__OTHER_OWNER__,small,lat_bin_4,lon_bin_5,0
4052,150.0,5.017279836814924,5.0,35.2053,35.2053,-101.4342,25.086399184074622,renewable,Wind,__NONE__,__OTHER_OWNER__,xlarge,lat_bin_3,lon_bin_6,0
4053,2160.0,7.6783263565068856,50.5,45.7164,45.7164,-120.6941,387.7554810035977,renewable,Hydro,__NONE__,USACE Northwestern Division,utility,lat_bin_5,lon_bin_4,0
4054,3.2,1.4350845252893227,9.0,33.1211,33.1211,-80.0294,12.915760727603905,other,Waste,__NONE__,South Carolina Public Service Authority,small,lat_bin_3,lon_bin_8,1
4055,175.5,5.173320876373351,14.914529914530021,42.5539,42.5539,-95.3283,77.15764896813302,renewable,Wind,__NONE__,MidAmerican Energy Co,utility,lat_bin_4,lon_bin_6,0
4056,50.0,3.9318256327243257,3.0,38.5469,38.5469,-118.1916,11.795476898172977,renewable,Solar,__NONE__,__OTHER_OWNER__,xlarge,lat_bin_3,lon_bin_5,0
4057,39.50000000000001,3.7013019741124937,36.60759493670912,44.7709,44.7709,-94.1582,135.495763406752,fossil,Oil,Gas,__OTHER_OWNER__,large,lat_bin_4,lon_bin_6,0
4058,61.0,4.127134385045092,12.0,41.2881,41.2881,-110.4807,49.5256126205411,renewable,Wind,__NONE__,NRG Energy Gas & Wind Holdings Inc,xlarge,lat_bin_4,lon_bin_5,1
4059,3.0,1.3862943611198906,8.0,44.3969,44.3969,-117.2719,11.090354888959125,renewable,Wind,__NONE__,__OTHER_OWNER__,small,lat_bin_4,lon_bin_5,1
4060,59.7,4.1059436980654525,36.0,41.2771,41.2771,-73.9423,147.8139731303563,other,Waste,__NONE__,Wheelabrator Environmental Systems,xlarge,lat_bin_4,lon_bin_8,0
4061,5.0,1.791759469228055,5.0,34.9911,34.9911,-80.0973,8.958797346140274,renewable,Solar,__NONE__,__OTHER_OWNER__,medium,lat_bin_3,lon_bin_8,0
4062,5.4,1.8562979903656263,62.0,44.8842,44.8842,-91.9294,115.09047540266883,renewable,Hydro,__NONE__,Northern States Power Co - Minnesota,medium,lat_bin_4,lon_bin_7,0
4063,15.6,2.8094026953624973,14.0,43.9578,43.9578,-95.1306,39.33163773507496,renewable,Wind,__NONE__,__OTHER_OWNER__,large,lat_bin_4,lon_bin_6,0
4064,2.0,1.0986122886681096,11.0,39.3639,39.3639,-74.4408,12.084735175349206,renewable,Solar,__NONE__,__OTHER_OWNER__,tiny,lat_bin_4,lon_bin_8,0
4065,2.4,1.2237754316221157,26.0,33.7625,33.7625,-84.3872,31.818161222175007,fossil,Oil,__NONE__,__OTHER_OWNER__,small,lat_bin_3,lon_bin_7,0
4066,350.0,5.860786223465865,56.0,35.4346,35.4346,-80.9588,328.20402851408846,renewable,Hydro,__NONE__,Duke Energy Carolinas  LLC,utility,lat_bin_3,lon_bin_7,1
4067,29.0,3.4011973816621555,34.0,34.1414,34.1414,-119.1831,115.64071097651329,fossil,Gas,__NONE__,__OTHER_OWNER__,large,lat_bin_3,lon_bin_5,0
4068,923.3,6.829036694270732,42.76345716451874,47.2611,47.2611,-93.6528,292.0332181503731,fossil,Coal,Oil,ALLETE  Inc.,utility,lat_bin_5,lon_bin_6,1
4069,6.5,2.0149030205422647,3.0,45.4525,45.4525,-92.902,6.0447090616267936,renewable,Solar,__NONE__,Enel Green Power NA  Inc.,medium,lat_bin_5,lon_bin_7,0
4070,8.4,2.2407096892759584,13.0,41.3017,41.3017,-89.6236,29.12922596058746,renewable,Wind,__NONE__,__OTHER_OWNER__,medium,lat_bin_4,lon_bin_7,0
4071,3.4,1.4816045409242156,3.0,35.7,35.7,-77.9,4.444813622772647,renewable,Solar,__NONE__,__OTHER_OWNER__,small,lat_bin_3,lon_bin_8,0
4072,6.4,2.0014800002101243,13.0,30.3344,30.3344,-97.6217,26.019240002731614,other,Waste,__NONE__,WM Renewable Energy LLC,medium,lat_bin_2,lon_bin_6,0
4073,250.0,5.5254529391317835,6.5,33.665,33.665,-114.9981,35.915444104356595,renewable,Solar,__NONE__,__OTHER_OWNER__,utility,lat_bin_3,lon_bin_5,0
4074,9.2,2.322387720290225,24.717391304347984,35.666,35.666,-77.3574,57.40336604282615,fossil,Oil,Gas,__OTHER_OWNER__,medium,lat_bin_3,lon_bin_8,0
4075,3.2,1.4350845252893227,11.0,42.7814,42.7814,-85.6728,15.78592977818255,other,Waste,__NONE__,EDL Inc,small,lat_bin_4,lon_bin_7,0
4076,1.0,0.6931471805599453,37.0,40.8406,40.8406,-73.8484,25.646445680717974,fossil,Oil,__NONE__,__OTHER_OWNER__,tiny,lat_bin_4,lon_bin_8,1
4077,6.5,2.0149030205422647,5.0,34.7181,34.7181,-84.9319,10.074515102711324,renewable,Solar,__NONE__,Georgia Power Co,medium,lat_bin_3,lon_bin_7,1
4078,17.200000000000003,2.9014215940827497,16.930232558140005,38.6276,38.6276,-90.1934,49.12174233703024,fossil,Oil,__NONE__,__OTHER_OWNER__,large,lat_bin_4,lon_bin_7,1
4079,10.0,2.3978952727983707,3.0,35.7,35.7,-78.0,7.193685818395112,renewable,Solar,__NONE__,__OTHER_OWNER__,medium,lat_bin_3,lon_bin_8,0
4080,15.0,2.772588722239781,3.0,35.63,35.63,-119.5739,8.317766166719343,renewable,Solar,__NONE__,__OTHER_OWNER__,large,lat_bin_3,lon_bin_5,0
4081,95.3,4.56746831880408,3.0,26.126,26.126,-97.3776,13.70240495641224,renewable,Wind,__NONE__,__OTHER_OWNER__,xlarge,lat_bin_2,lon_bin_6,0
4082,2.4000000000000004,1.2237754316221159,10.666666666666742,42.7323,42.7323,-71.5224,13.05360460396933,other,Waste,__NONE__,EPP Renewable Energy,small,lat_bin_4,lon_bin_8,0
4083,3.5,1.5040773967762742,5.0,36.25,36.25,-78.25,7.520386983881371,renewable,Solar,__NONE__,Cypress Creek Renewables,small,lat_bin_3,lon_bin_8,1
4084,2.3,1.1939224684724346,3.0,42.4585,42.4585,-96.4397,3.5817674054173034,renewable,Solar,__NONE__,Tesla Inc.,small,lat_bin_4,lon_bin_6,1
4085,38.6,3.6788291182604347,57.0,38.8643,38.8643,-120.4443,209.69325974084478,renewable,Hydro,__NONE__,Sacramento Municipal Util Dist,large,lat_bin_4,lon_bin_4,0
4086,2.2,1.1631508098056809,3.0,34.3197,34.3197,-118.4308,3.4894524294170424,renewable,Solar,__NONE__,Los Angeles Department of Water & Power,small,lat_bin_3,lon_bin_5,1
4087,72.0,4.290459441148391,56.0,35.8853,35.8853,-84.3003,240.26572870430988,renewable,Hydro,__NONE__,Tennessee Valley Authority,xlarge,lat_bin_3,lon_bin_7,1
4088,5.0,1.791759469228055,3.0,44.7261,44.7261,-93.0227,5.375278407684165,renewable,Solar,__NONE__,__OTHER_OWNER__,medium,lat_bin_4,lon_bin_7,1
4089,2440.6,7.800408841090138,37.5,35.4331,35.4331,-80.9486,292.5153315408802,other,Nuclear,__NONE__,Duke Energy Carolinas  LLC,utility,lat_bin_3,lon_bin_7,0
4090,121.0,4.804021044733257,3.0,28.6481,28.6481,-96.5462,14.41206313419977,fossil,Gas,__NONE__,__OTHER_OWNER__,xlarge,lat_bin_2,lon_bin_6,0
4091,746.0,6.616065185132817,3.0,38.5686,38.5686,-76.8919,19.84819555539845,fossil,Gas,__NONE__,__OTHER_OWNER__,utility,lat_bin_3,lon_bin_8,0
4092,2.5,1.252762968495368,8.0,34.0863,34.0863,-117.2306,10.022103747962944,renewable,Solar,__NONE__,Southern California Edison Co,small,lat_bin_3,lon_bin_5,0
4093,2.6,1.2809338454620645,9.0,41.2686,41.2686,-72.01,11.52840460915858,fossil,Oil,__NONE__,__OTHER_OWNER__,small,lat_bin_4,lon_bin_8,0
4094,2.0,1.0986122886681096,25.0,44.953,44.953,-93.1057,27.46530721670274,fossil,Oil,__NONE__,__OTHER_OWNER__,tiny,lat_bin_4,lon_bin_7,0
4095,1.0,0.6931471805599453,13.0,33.8672,33.8672,-117.23,9.010913347279288,renewable,Solar,__NONE__,__OTHER_OWNER__,tiny,lat_bin_3,lon_bin_5,1
4096,130.0,4.875197323201151,9.0,35.8556,35.8556,-98.9683,43.87677590881036,renewable,Wind,__NONE__,NRG Energy Gas & Wind Holdings Inc,xlarge,lat_bin_3,lon_bin_6,0
4097,20.0,3.044522437723423,3.0,43.213,43.213,-116.439,9.13356731317027,renewable,Solar,__NONE__,__OTHER_OWNER__,large,lat_bin_4,lon_bin_5,0
4098,2.0,1.0986122886681096,27.0,39.6419,39.6419,-104.9138,29.66253179403896,renewable,Hydro,__NONE__,__OTHER_OWNER__,tiny,lat_bin_4,lon_bin_6,1
4099,280.0,5.638354669333745,7.0,32.9223,32.9223,-112.9559,39.46848268533622,renewable,Solar,__NONE__,__OTHER_OWNER__,utility,lat_bin_3,lon_bin_5,0
4100,2.0,1.0986122886681096,4.0,42.866,42.866,-77.031,4.394449154672438,renewable,Solar,__NONE__,__OTHER_OWNER__,tiny,lat_bin_4,lon_bin_8,0
4101,85.30000000000001,4.457829598089383,54.375146541618506,30.054,30.054,-90.6693,242.3951376536745,fossil,Gas,__NONE__,__OTHER_OWNER__,xlarge,lat_bin_2,lon_bin_7,0
4102,8.4,2.2407096892759584,11.19047619047592,57.7756,57.7756,-152.4803,25.07460842761131,fossil,Oil,__NONE__,__OTHER_OWNER__,medium,lat_bin_6,lon_bin_2,1
4103,13.0,2.639057329615259,32.0,45.2497,45.2497,-68.6483,84.44983454768828,renewable,Hydro,__NONE__,__OTHER_OWNER__,large,lat_bin_5,lon_bin_8,0
4104,148.0,5.003946305945459,4.0,32.5831,32.5831,-84.2972,20.015785223781837,renewable,Solar,__NONE__,Southern Power Co,xlarge,lat_bin_3,lon_bin_7,0
4105,17.9,2.9391619220655967,10.0,34.9536,34.9536,-83.3786,29.39161922065597,other,Waste,__NONE__,__OTHER_OWNER__,large,lat_bin_3,lon_bin_7,0
4106,5.0,1.791759469228055,3.0,44.2595,44.2595,-94.2891,5.375278407684165,renewable,Solar,__NONE__,__OTHER_OWNER__,medium,lat_bin_4,lon_bin_6,1
4107,803.2,6.6898479944631735,6.000000000000455,33.5826,33.5826,-96.6179,40.139087966782085,fossil,Gas,__NONE__,__OTHER_OWNER__,utility,lat_bin_3,lon_bin_6,0
4108,1.4,0.8754687373538999,34.0,44.1112,44.1112,-70.3907,29.765937070032596,renewable,Hydro,__NONE__,__OTHER_OWNER__,tiny,lat_bin_4,lon_bin_8,1
4109,18.0,2.9444389791664403,6.0,36.1381,36.1381,-120.0758,17.66663387499864,renewable,Solar,__NONE__,__OTHER_OWNER__,large,lat_bin_3,lon_bin_4,0
4110,190.8,5.256453162449338,63.0,44.3356,44.3356,-71.8742,331.1565492343083,renewable,Hydro,__NONE__,Great River Hydro  LLC,utility,lat_bin_4,lon_bin_8,1
4111,160.0,5.081404364984463,11.0,43.393,43.393,-93.091,55.89544801482909,renewable,Wind,__NONE__,Avangrid Renewables LLC,xlarge,lat_bin_4,lon_bin_7,1
4112,1.0,0.6931471805599453,76.0,42.7331,42.7331,-122.5151,52.67918572255584,renewable,Hydro,__NONE__,PacifiCorp,tiny,lat_bin_4,lon_bin_4,1
4113,2.7,1.308332819650179,9.0,40.62,40.62,-74.2144,11.77499537685161,renewable,Solar,__NONE__,Public Service Elec & Gas Co,small,lat_bin_4,lon_bin_8,0
4114,790.0,6.673297967767654,17.0,42.9042,42.9042,-71.4261,113.44606545205012,fossil,Gas,__NONE__,__OTHER_OWNER__,utility,lat_bin_4,lon_bin_8,0
4115,4008.4,8.296396883170376,45.283504640255615,29.4828,29.4828,-95.6311,375.6899267564479,fossil,Coal,Gas,__OTHER_OWNER__,utility,lat_bin_2,lon_bin_6,0
4116,1.0,0.6931471805599453,8.0,40.1111,40.1111,-122.1939,5.545177444479562,renewable,Wind,__NONE__,__OTHER_OWNER__,tiny,lat_bin_4,lon_bin_4,1
4117,102.0,4.634728988229636,17.0,38.5322,38.5322,-94.9026,78.79039279990381,fossil,Gas,__NONE__,__OTHER_OWNER__,xlarge,lat_bin_3,lon_bin_6,1
4118,10.0,2.3978952727983707,8.0,29.245,29.245,-98.4183,19.183162182386965,renewable,Solar,__NONE__,__OTHER_OWNER__,medium,lat_bin_2,lon_bin_6,0
4119,2.3,1.1939224684724346,6.391304347826463,40.5543,40.5543,-74.468,7.630721863715574,renewable,Solar,__NONE__,__OTHER_OWNER__,small,lat_bin_4,lon_bin_8,0
4120,145.2,4.984975547315678,77.0,33.2444,33.2444,-79.9909,383.84311714330715,renewable,Hydro,__NONE__,South Carolina Public Service Authority,xlarge,lat_bin_3,lon_bin_8,1
4121,253.0,5.537334267018537,3.0,32.8638,32.8638,-100.9751,16.61200280105561,renewable,Wind,__NONE__,RWE Renewables Americas LLC,utility,lat_bin_3,lon_bin_6,0
4122,80.0,4.394449154672439,8.0,36.5439,36.5439,-101.3936,35.15559323737951,renewable,Wind,__NONE__,__OTHER_OWNER__,xlarge,lat_bin_3,lon_bin_6,1
4123,2.8,1.33500106673234,4.071428571427987,66.5663,66.5663,-145.2531,5.43536148598089,fossil,Oil,__NONE__,__OTHER_OWNER__,small,lat_bin_8,lon_bin_3,0
4124,59.3,4.09933210373314,47.0,32.7047,32.7047,-92.0792,192.66860887545758,fossil,Gas,Oil,Entergy Louisiana LLC,xlarge,lat_bin_3,lon_bin_7,1
4125,43.0,3.784189633918261,27.0,34.0692,34.0692,-118.4439,102.17312011579305,fossil,Gas,Oil,__OTHER_OWNER__,xlarge,lat_bin_3,lon_bin_5,0
4126,46.0,3.8501476017100584,31.0,42.765,42.765,-71.1242,119.3545756530118,other,Waste,__NONE__,__OTHER_OWNER__,xlarge,lat_bin_4,lon_bin_8,0
4127,3.0,1.3862943611198906,4.0,37.8078,37.8078,-113.09,5.545177444479562,renewable,Solar,__NONE__,First Wind O&M  LLC,small,lat_bin_3,lon_bin_5,0
4128,2.5,1.252762968495368,7.0,42.1775,42.1775,-70.7406,8.769340779467576,renewable,Solar,__NONE__,__OTHER_OWNER__,small,lat_bin_4,lon_bin_8,0
4129,1785.6,7.488069651267739,46.0,40.5408,40.5408,-89.6786,344.451203958316,fossil,Coal,Gas,__OTHER_OWNER__,utility,lat_bin_4,lon_bin_7,1
4130,348.9,5.857647399373643,11.0,40.8142,40.8142,-72.9403,64.43412139311008,fossil,Gas,Oil,__OTHER_OWNER__,utility,lat_bin_4,lon_bin_8,0
4131,285.0,5.655991810819852,26.0,39.6935,39.6935,-75.4858,147.05578708131617,fossil,Coal,Oil,__OTHER_OWNER__,utility,lat_bin_4,lon_bin_8,1
4132,2.0,1.0986122886681096,4.0,41.8017,41.8017,-70.7046,4.394449154672438,renewable,Solar,__NONE__,__OTHER_OWNER__,tiny,lat_bin_4,lon_bin_8,1
4133,1.5,0.9162907318741551,8.0,41.6972,41.6972,-85.6875,7.330325854993241,renewable,Solar,__NONE__,__OTHER_OWNER__,tiny,lat_bin_4,lon_bin_7,0
4134,651.6,6.48096438415922,16.0,40.8019,40.8019,-75.1076,103.69543014654752,fossil,Gas,__NONE__,__OTHER_OWNER__,utility,lat_bin_4,lon_bin_8,0
4135,1.6,0.9555114450274365,6.0,34.2902,34.2902,-77.9757,5.733068670164618,renewable,Solar,__NONE__,__OTHER_OWNER__,tiny,lat_bin_3,lon_bin_8,0
4136,1.3,0.832909122935104,91.4615384615388,44.2174,44.2174,-75.7952,76.17914978229555,renewable,Hydro,__NONE__,CHI Energy Inc,tiny,lat_bin_4,lon_bin_8,0
4137,1.0,0.6931471805599453,5.0,33.8388,33.8388,-83.638,3.4657359027997265,renewable,Solar,__NONE__,__OTHER_OWNER__,tiny,lat_bin_3,lon_bin_7,0
4138,1.1,0.7419373447293773,8.0,35.7342,35.7342,-119.2367,5.935498757835019,fossil,Gas,__NONE__,Bloom Energy,tiny,lat_bin_3,lon_bin_5,0
4139,5.0,1.791759469228055,2.0,35.8142,35.8142,-78.3124,3.58351893845611,renewable,Solar,__NONE__,Cypress Creek Renewables,medium,lat_bin_3,lon_bin_8,1
4140,6.4,2.0014800002101243,19.5,41.4936,41.4936,-86.1658,39.028860004097425,other,Waste,__NONE__,__OTHER_OWNER__,medium,lat_bin_4,lon_bin_7,0
4141,170.8,5.146331009550155,45.38524590163911,37.696,37.696,-120.4202,233.56749835966446,renewable,Hydro,__NONE__,Turlock Irrigation District,utility,lat_bin_3,lon_bin_4,1
4142,811.9,6.700608100752526,37.0,41.3181,41.3181,-91.0931,247.92249972784347,fossil,Coal,__NONE__,MidAmerican Energy Co,utility,lat_bin_4,lon_bin_7,0
4143,3.4,1.4816045409242156,5.0,39.9108,39.9108,-86.2453,7.408022704621078,renewable,Solar,__NONE__,__OTHER_OWNER__,small,lat_bin_4,lon_bin_7,1
4144,13.3,2.6602595372658615,32.0,43.6556,43.6556,-70.3347,85.12830519250757,other,Waste,Gas,__OTHER_OWNER__,large,lat_bin_4,lon_bin_8,0
4145,804.5,6.691463202617029,7.0,38.8067,38.8067,-87.2472,46.8402424183192,fossil,Coal,Gas,Duke Energy Indiana  LLC,utility,lat_bin_4,lon_bin_7,0
4146,4.8,1.7578579175523736,4.0,42.2228,42.2228,-72.3095,7.0314316702094946,renewable,Solar,__NONE__,__OTHER_OWNER__,small,lat_bin_4,lon_bin_8,0
4147,49.5,3.9219733362813143,11.0,47.1333,47.1333,-100.7011,43.141706699094456,renewable,Wind,__NONE__,__OTHER_OWNER__,xlarge,lat_bin_5,lon_bin_6,0
4148,1.4,0.8754687373538999,4.0,45.5285,45.5285,-122.6632,3.5018749494155994,renewable,Solar,__NONE__,Tesla Inc.,tiny,lat_bin_5,lon_bin_4,0
4149,4.0,1.6094379124341003,16.0,42.1817,42.1817,-92.4663,25.751006598945605,fossil,Oil,__NONE__,__OTHER_OWNER__,small,lat_bin_4,lon_bin_7,1
4150,200.0,5.303304908059076,4.0,43.8533,43.8533,-94.9319,21.213219632236303,renewable,Wind,__NONE__,__OTHER_OWNER__,utility,lat_bin_4,lon_bin_6,0
4151,22.5,3.157000421150113,18.0,43.7219,43.7219,-105.7689,56.82600758070203,fossil,Gas,__NONE__,Basin Electric Power Coop,large,lat_bin_4,lon_bin_6,1
